OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLKGRPCE20,GEOID20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,Pop20,HH20,MHI20,DAC20,Shape__Area,Shape__Length
10645,06,107,004500,1,061070045001,Block Group 1,G5030,S,53351015,64968,1122,291,40685,Y,81616851.5047663,45864.6238334393
10646,06,037,132001,1,060371320011,Block Group 1,G5030,S,401747,0,1032,415,80375,N,588643.27934099,3146.15517821189
10647,06,037,132002,1,060371320021,Block Group 1,G5030,S,319011,0,1735,439,62003,Y,467479.483079245,2895.90913365562
10648,06,037,132101,1,060371321011,Block Group 1,G5030,S,410190,0,1253,502,56389,Y,601009.16729451,3191.17969244101
10649,06,037,132101,3,060371321013,Block Group 3,G5030,S,238212,0,1482,565,82019,N,348999.70504,2653.63702697748
10650,06,037,132102,2,060371321022,Block Group 2,G5030,S,547872,0,1494,554,62035,Y,802985.67760846,3779.27811000596
10651,06,037,132102,3,060371321023,Block Group 3,G5030,S,638148,0,3154,1366,48514,Y,935145.40950037,3868.30838179233
10652,06,037,132501,1,060371325011,Block Group 1,G5030,S,380409,4303,2138,689,48424,Y,563757.746899805,3095.79655372832
10653,06,037,132502,2,060371325022,Block Group 2,G5030,S,272392,2478,1270,507,50329,Y,402731.59926969,2603.4427575253
10654,06,053,011700,1,060530117001,Block Group 1,G5030,S,1156259,0,786,421,90139,N,1795972.05110976,8802.76464291629
10655,06,053,011700,2,060530117002,Block Group 2,G5030,S,1987865,0,2123,709,160402,N,3086440.3868877,9059.12978908817
10656,06,053,011801,2,060530118012,Block Group 2,G5030,S,463139,0,897,458,106716,N,719260.295442445,4426.07190583284
10657,06,053,011802,2,060530118022,Block Group 2,G5030,S,800223,420729,390,277,43380,Y,1895705.7671569,8160.58501524242
10658,06,053,011802,1,060530118021,Block Group 1,G5030,S,887513,0,1496,581,162452,N,1377831.67680796,6387.28576777955
10659,06,065,030200,1,060650302001,Block Group 1,G5030,S,2040378,496922,1061,387,82750,N,3700700.10354652,9008.32308877203
10660,06,065,030200,2,060650302002,Block Group 2,G5030,S,312400,0,1201,439,63250,N,455493.795027225,2958.972604374
10661,06,065,030200,4,060650302004,Block Group 4,G5030,S,2400126,44500,1457,646,64615,N,3564145.92745927,13157.8628290973
10662,06,097,990100,0,060979901000,Block Group 0,G5030,S,0,381152626,0,0,0,Data Not Available,623849106.482865,204744.291478295
10663,06,037,502602,1,060375026021,Block Group 1,G5030,S,432501,0,1457,503,42260,Y,630412.279333,3421.87844360384
10664,06,037,502602,2,060375026022,Block Group 2,G5030,S,434431,0,1279,429,64659,N,633159.583218055,3247.08244779082
10665,06,097,152905,3,060971529053,Block Group 3,G5030,S,308430,0,1706,511,125625,N,503933.975228745,3415.33669767925
10666,06,095,252913,2,060952529132,Block Group 2,G5030,S,438538,0,917,327,103393,N,713756.85342513,3981.72812752051
10667,06,095,252914,2,060952529142,Block Group 2,G5030,S,319069,0,1775,576,54167,Y,519360.606781795,3313.0527505203
10668,06,095,252914,1,060952529141,Block Group 1,G5030,S,1707675,1432,2685,734,111719,N,2781967.88866895,8413.92383173587
10669,06,095,252912,5,060952529125,Block Group 5,G5030,S,502012,0,1346,381,132917,N,817794.67741769,3946.77056248118
10670,06,095,252703,1,060952527031,Block Group 1,G5030,S,540202,0,1362,349,74464,N,877269.733423095,5054.04369217008
10671,06,095,252611,2,060952526112,Block Group 2,G5030,S,387321,0,1221,297,99651,N,629229.20039303,3614.66661344812
10672,06,095,252911,1,060952529111,Block Group 1,G5030,S,947127,0,2141,899,71223,N,1542921.93040972,5170.79986608318
10673,06,095,252912,1,060952529121,Block Group 1,G5030,S,503337,0,1234,590,155956,N,819895.58871983,4921.61205217774
10674,06,095,252912,3,060952529123,Block Group 3,G5030,S,347769,0,883,379,82102,N,566408.57930831,3007.41788412115
10675,06,095,252704,1,060952527041,Block Group 1,G5030,S,137524,0,531,208,48750,Y,223348.153791065,1990.36287798862
10676,06,083,001208,3,060830012083,Block Group 3,G5030,S,461931,59479,364,145,149485,N,767699.0636335,4030.92502186933
10677,06,083,001208,5,060830012085,Block Group 5,G5030,S,306808,0,1007,411,130083,N,451749.938746825,2908.27118281065
10678,06,037,503801,1,060375038011,Block Group 1,G5030,S,540361,0,1349,460,88590,N,786357.56660642,3870.49866579956
10679,06,037,503801,2,060375038012,Block Group 2,G5030,S,307034,0,971,260,102857,N,446714.35263139,2741.81962887112
10680,06,037,503801,3,060375038013,Block Group 3,G5030,S,433016,0,1219,458,75208,N,630086.501883485,4217.09922023698
10681,06,037,503802,1,060375038021,Block Group 1,G5030,S,344863,0,1414,423,117386,N,501869.667367875,3143.71679874782
10682,06,037,503802,2,060375038022,Block Group 2,G5030,S,297125,0,1223,331,106710,N,432361.61892966,2718.04183587185
10683,06,037,503802,3,060375038023,Block Group 3,G5030,S,682957,0,2499,921,76181,N,993818.5677549,4949.24817834128
10684,06,037,503901,1,060375039011,Block Group 1,G5030,S,302915,0,1184,327,108958,N,440746.808971135,3305.25436050304
10685,06,053,014700,2,060530147002,Block Group 2,G5030,S,4757796,13597,1821,577,110469,N,7452577.48746011,16782.299254318
10686,06,053,012401,2,060530124012,Block Group 2,G5030,S,222909,0,510,261,119583,N,346720.57267815,2698.13595308781
10687,06,053,012402,2,060530124022,Block Group 2,G5030,S,1829817,945428,1176,606,70794,N,4317495.9513544,12741.2913251865
10688,06,053,012402,1,060530124021,Block Group 1,G5030,S,440855,0,848,346,94730,N,685909.114809005,3736.51696962073
10689,06,037,503901,2,060375039012,Block Group 2,G5030,S,601971,0,1203,384,106250,N,875778.94649647,4689.05495288798
10690,06,107,002006,1,061070020061,Block Group 1,G5030,S,17850263,0,1610,700,84630,N,27547346.4211658,24309.4607627337
10691,06,107,001502,2,061070015022,Block Group 2,G5030,S,452607,0,768,242,35667,Y,698129.31323215,3398.77794611808
10692,06,107,001602,1,061070016021,Block Group 1,G5030,S,21232972,0,1659,524,30707,Y,32737660.5156691,29002.5878314493
10693,06,053,012700,1,060530127001,Block Group 1,G5030,S,116294,0,639,345,59185,Y,180790.12432931,2947.0354641344
10694,06,053,012700,4,060530127004,Block Group 4,G5030,S,222161,0,935,559,72153,N,345379.172667865,2702.95451104101
10695,06,039,000102,1,060390001021,Block Group 1,G5030,S,1225398503,9778052,562,282,59588,Y,1965905304.2449,279618.870597825
10696,06,039,000103,2,060390001032,Block Group 2,G5030,S,43812762,19415,974,404,31765,Y,69564843.9915446,55484.5636752413
10697,06,039,000103,1,060390001031,Block Group 1,G5030,S,570775836,3174709,559,400,24938,Y,914721661.693193,189457.918175065
10698,06,039,000102,3,060390001023,Block Group 3,G5030,S,317855829,8071447,1056,413,93295,N,513206174.705754,138831.409599885
10699,06,039,000104,1,060390001041,Block Group 1,G5030,S,3386228,0,1003,337,56227,Y,5363533.6225895,13929.2875076701
10700,06,073,003603,2,060730036032,Block Group 2,G5030,S,230776,0,873,321,46875,Y,326694.94935655,3160.21226041063
10701,06,073,003401,4,060730034014,Block Group 4,G5030,S,771914,0,3089,899,66271,N,1093755.01823274,5698.33409809982
10702,06,073,014002,1,060730140021,Block Group 1,G5030,S,833115,0,2164,516,90294,N,1180326.69874814,6474.95065296354
10703,06,073,020401,1,060730204011,Block Group 1,G5030,S,1756617,151091,809,322,178182,N,2723727.33652171,7166.53915417752
10704,06,037,113237,1,060371132371,Block Group 1,G5030,S,3979623,11048,3352,963,143125,N,5854475.43269011,13276.9356593254
10705,06,037,113237,2,060371132372,Block Group 2,G5030,S,756599,0,1652,630,100673,N,1109831.29675928,5296.8813600058
10706,06,037,117201,1,060371172011,Block Group 1,G5030,S,387988,0,1280,303,90771,N,569211.458934305,3104.75144689849
10707,06,037,117201,2,060371172012,Block Group 2,G5030,S,318001,0,2215,524,45294,Y,466463.33497132,3169.79840147684
10708,06,037,117408,1,060371174081,Block Group 1,G5030,S,376512,0,2803,735,40718,Y,552096.45901114,3045.49442184631
10709,06,037,117530,2,060371175302,Block Group 2,G5030,S,130246,6067,1527,403,68352,N,199889.43602395,1806.46489260762
10710,06,037,119001,2,060371190012,Block Group 2,G5030,S,540410,44405,2252,493,88224,N,857721.306935925,4337.45923069056
10711,06,037,119201,1,060371192011,Block Group 1,G5030,S,224403,0,1047,209,69712,N,329195.542635685,2314.20524182977
10712,06,037,119201,3,060371192013,Block Group 3,G5030,S,450638,2675,1793,328,92375,N,665079.630891595,3581.95824558414
10713,06,037,119202,1,060371192021,Block Group 1,G5030,S,125285,0,983,301,65972,N,183820.53741743,2200.8780796734
10714,06,037,119310,2,060371193102,Block Group 2,G5030,S,283779,3695,2322,530,87569,N,421747.125655005,3170.30158876282
10715,06,037,120103,1,060371201031,Block Group 1,G5030,S,64549,0,807,236,26875,Y,94662.366497625,1693.17142614293
10716,06,037,189101,1,060371891011,Block Group 1,G5030,S,165459,0,1178,504,127045,N,241939.301033765,2395.01254872555
10717,06,037,189202,2,060371892022,Block Group 2,G5030,S,178689,0,915,386,138649,N,261308.197891205,2488.27300892087
10718,06,037,189400,3,060371894003,Block Group 3,G5030,S,377021,0,1077,618,125121,N,551448.389464205,5746.68441137188
10719,06,037,190902,2,060371909022,Block Group 2,G5030,S,121553,0,1778,722,51389,Y,177683.57611907,1947.66296510465
10720,06,037,191302,2,060371913022,Block Group 2,G5030,S,299945,0,938,439,41875,Y,438505.1101914,3318.03973179127
10721,06,037,192002,1,060371920021,Block Group 1,G5030,S,287405,0,506,318,95536,N,420040.39373215,2791.8821704978
10722,06,037,194102,2,060371941022,Block Group 2,G5030,S,1018582,3009,1005,539,92083,N,1493897.07622925,7546.92342900455
10723,06,037,241201,2,060372412012,Block Group 2,G5030,S,163523,0,878,246,39100,Y,238189.12576678,2067.74641458965
10724,06,037,501400,1,060375014001,Block Group 1,G5030,S,223349,0,1063,485,44115,Y,325670.556996845,2311.63976974638
10725,06,037,501400,2,060375014002,Block Group 2,G5030,S,556636,0,1394,453,35074,Y,811546.824036055,4060.39167766492
10726,06,037,501400,3,060375014003,Block Group 3,G5030,S,281264,0,973,313,63125,N,410120.13665051,2716.807599587
10727,06,037,501503,1,060375015031,Block Group 1,G5030,S,173422,0,1293,382,49135,Y,252891.93025883,2015.1536923484
10728,06,037,501503,4,060375015034,Block Group 4,G5030,S,173968,0,1789,542,66842,N,253663.78692031,2016.49315911177
10729,06,037,501504,1,060375015041,Block Group 1,G5030,S,175213,0,1422,794,32444,Y,255437.80292324,2025.73335447923
10730,06,037,408005,2,060374080052,Block Group 2,G5030,S,898114,0,1901,540,127917,N,1311547.93664668,5127.05409522566
10731,06,037,408133,3,060374081333,Block Group 3,G5030,S,440334,0,1989,531,125781,N,642600.98399499,4447.10580516882
10732,06,037,408140,1,060374081401,Block Group 1,G5030,S,709193,0,2812,563,60260,Y,1034699.43464244,4590.41368437525
10733,06,037,481500,3,060374815003,Block Group 3,G5030,S,547993,0,1797,458,115147,N,800690.580460855,3747.67635002305
10734,06,037,481606,1,060374816061,Block Group 1,G5030,S,379518,0,2152,642,56250,Y,554582.657143655,4322.40326960069
10735,06,037,311200,2,060373112002,Block Group 2,G5030,S,297746,0,926,499,42321,Y,436078.978225955,3052.54318239896
10736,06,037,402001,1,060374020011,Block Group 1,G5030,S,865504,0,2136,806,86618,N,1265130.21455334,5361.15876697891
10737,06,065,030400,5,060650304005,Block Group 5,G5030,S,750748,0,2405,420,50972,Y,1094425.56110054,4308.52439448182
10738,06,065,030501,3,060650305013,Block Group 3,G5030,S,1042308,0,2002,556,67222,N,1519157.14828655,6445.43519205764
10739,06,037,402303,3,060374023033,Block Group 3,G5030,S,356898,0,1217,424,64667,N,521427.07258083,2999.27930451194
10740,06,037,404301,2,060374043012,Block Group 2,G5030,S,279166,0,1463,365,40179,Y,408386.958121995,2562.55572559526
10741,06,037,406702,4,060374067024,Block Group 4,G5030,S,1184128,20824,1907,673,75583,N,1760393.06927367,5819.14016520078
10742,06,037,407801,2,060374078012,Block Group 2,G5030,S,482103,0,1982,323,99375,N,703732.899792865,3672.21572009515
10743,06,037,430301,1,060374303011,Block Group 1,G5030,S,521284,0,759,269,185536,N,763217.691484945,5500.01654112467
10744,06,037,430301,2,060374303012,Block Group 2,G5030,S,14436540,53210,0,0,0,Data Not Available,21225424.51232,26352.5434022423
10745,06,037,278102,3,060372781023,Block Group 3,G5030,S,288159,0,1031,458,114375,N,419906.53469046,3276.1457747028
10746,06,037,296401,1,060372964011,Block Group 1,G5030,S,674743,0,2251,903,95271,N,978288.163133425,4165.54262570484
10747,06,113,010602,4,061130106024,Block Group 4,G5030,S,602411,0,1399,409,36205,Y,986132.52570137,7207.22221634713
10748,06,007,000903,3,060070009033,Block Group 3,G5030,S,1338088,0,2200,855,47650,Y,2265350.83895807,6260.56644799548
10749,06,007,002602,3,060070026023,Block Group 3,G5030,S,3028203,0,819,269,127788,N,5094402.64577032,12393.4405213802
10750,06,007,003501,1,060070035011,Block Group 1,G5030,S,28357683,0,823,275,115478,N,47526175.203846,37158.1495456339
10751,06,007,003501,4,060070035014,Block Group 4,G5030,S,580145,0,958,251,81146,N,972125.69461,4317.09230348174
10752,06,065,030502,1,060650305021,Block Group 1,G5030,S,1675271,0,1067,270,34333,Y,2442896.31421942,8160.54890375909
10753,06,065,030502,2,060650305022,Block Group 2,G5030,S,255342,0,844,212,59196,Y,372240.391580405,2903.8688454949
10754,06,037,296402,1,060372964021,Block Group 1,G5030,S,332375,0,1239,423,105781,N,481939.57004282,3753.61705996074
10755,06,037,296402,3,060372964023,Block Group 3,G5030,S,300038,0,1262,467,136719,N,435077.186496475,3062.58216405388
10756,06,037,296901,1,060372969011,Block Group 1,G5030,S,185424,0,2900,967,40855,Y,268783.73649762,2204.36771940427
10757,06,037,296901,2,060372969012,Block Group 2,G5030,S,123535,0,709,302,0,Data Not Available,179062.953400805,1961.05400228384
10758,06,037,297201,1,060372972011,Block Group 1,G5030,S,247197,0,2743,822,69405,N,358286.613639925,2446.52038632849
10759,06,037,297202,1,060372972021,Block Group 1,G5030,S,246754,0,1613,690,94423,N,357648.88741199,2691.89065160512
10760,06,037,297202,2,060372972022,Block Group 2,G5030,S,246739,0,1760,571,91181,N,357602.096003795,2692.39981582539
10761,06,037,297601,1,060372976011,Block Group 1,G5030,S,221944,1781231,1134,432,56818,Y,2901891.50143653,8511.8677730778
10762,06,037,297602,2,060372976022,Block Group 2,G5030,S,272465,0,1567,620,87833,N,394786.965498595,2625.09180583543
10763,06,037,297602,3,060372976023,Block Group 3,G5030,S,212908,0,1101,501,69659,N,308527.890758395,2550.77374243686
10764,06,037,132001,3,060371320013,Block Group 3,G5030,S,323846,0,1391,515,51680,Y,474545.665264825,2920.33530640321
10765,06,037,132002,3,060371320023,Block Group 3,G5030,S,471225,0,1230,483,117629,N,690562.492079335,3862.94390854879
10766,06,037,137104,1,060371371041,Block Group 1,G5030,S,1928362,0,1525,584,106250,N,2824247.08892003,7087.93602284122
10767,06,037,139402,3,060371394023,Block Group 3,G5030,S,639893,0,848,262,165167,N,937002.420346155,5706.45774892591
10768,06,037,141101,1,060371411011,Block Group 1,G5030,S,362475,17090,1623,758,65357,N,555645.39163489,3321.9082394843
10769,06,037,141102,2,060371411022,Block Group 2,G5030,S,494282,0,2078,935,130156,N,723466.78849864,4219.66538030639
10770,06,037,183103,2,060371831032,Block Group 2,G5030,S,319830,12340,2016,662,63068,N,485833.808902005,3838.38621456186
10771,06,037,183104,1,060371831041,Block Group 1,G5030,S,662254,4556,1985,737,93798,N,975406.58631914,5929.32287329572
10772,06,037,183222,3,060371832223,Block Group 3,G5030,S,397249,0,1160,574,109318,N,581166.19879815,4601.07321873285
10773,06,037,800506,2,060378005062,Block Group 2,G5030,S,399004,2831220,330,178,184224,N,4715817.31537945,16981.8150370091
10774,06,037,800506,3,060378005063,Block Group 3,G5030,S,3941553,0,1489,598,132891,N,5757046.06770756,12464.7353215113
10775,06,037,900103,1,060379001031,Block Group 1,G5030,S,5322272,0,2112,597,39572,Y,7879820.41715322,11972.2827905219
10776,06,037,651222,1,060376512221,Block Group 1,G5030,S,655590,0,3325,1297,92719,N,952114.831859645,4094.22745355219
10777,06,037,910716,1,060379107161,Block Group 1,G5030,S,1210813,7491,2588,684,80435,N,1800093.9246403,5882.23460350607
10778,06,037,920044,2,060379200442,Block Group 2,G5030,S,213215,13305,605,260,88929,N,333895.25025014,2454.30809039257
10779,06,037,920045,1,060379200451,Block Group 1,G5030,S,413641,0,763,300,98375,N,609829.11803807,4667.33788721934
10780,06,037,920045,2,060379200452,Block Group 2,G5030,S,1172131,0,2676,820,151250,N,1728099.6107929,6378.12645099607
10781,06,037,503302,1,060375033021,Block Group 1,G5030,S,663207,0,1536,399,77750,N,966068.169321565,4152.96300216041
10782,06,037,503302,2,060375033022,Block Group 2,G5030,S,556516,0,3063,1008,76961,N,810602.96665874,4263.78820164625
10783,06,001,437102,2,060014371022,Block Group 2,G5030,S,267876,0,2134,621,95284,N,427775.64383562,3111.78350673228
10784,06,001,437200,4,060014372004,Block Group 4,G5030,S,597884,0,2494,740,90283,N,955127.71395883,4877.2570004681
10785,06,041,116000,2,060411160002,Block Group 2,G5030,S,812331,0,1530,623,158472,N,1309532.70413369,7860.43384708099
10786,06,041,117000,1,060411170001,Block Group 1,G5030,S,731912,0,1087,421,131639,N,1179946.12246541,5515.1267239527
10787,06,041,117000,2,060411170002,Block Group 2,G5030,S,573903,0,776,339,175986,N,925077.28674008,5800.32901142338
10788,06,041,117000,3,060411170003,Block Group 3,G5030,S,1111053,0,1499,553,193906,N,1790828.59060139,7015.65404670722
10789,06,037,920045,3,060379200453,Block Group 3,G5030,S,284152,0,965,269,129476,N,418877.116480405,4180.9410771375
10790,06,037,920111,1,060379201111,Block Group 1,G5030,S,618192,0,1575,465,127699,N,911327.201442045,7039.15060565258
10791,06,037,670328,2,060376703282,Block Group 2,G5030,S,1130988,1405510,1322,411,250001,N,3680261.91636789,11039.7940840033
10792,06,037,670328,3,060376703283,Block Group 3,G5030,S,1812462,0,2489,916,172188,N,2629763.76025827,9812.24869432339
10793,06,037,670416,2,060376704162,Block Group 2,G5030,S,1912809,0,2657,912,96875,N,2774248.57092636,7528.77343295364
10794,06,037,700300,3,060377003003,Block Group 3,G5030,S,165589,0,1767,1112,79929,N,242050.11414467,2460.43808049575
10795,06,037,700501,1,060377005011,Block Group 1,G5030,S,251949,0,1430,934,72210,N,368272.915549135,3138.67975610895
10796,06,037,503302,3,060375033023,Block Group 3,G5030,S,326147,0,1490,407,81462,N,475131.37282581,2951.42486551622
10797,06,037,700502,1,060377005021,Block Group 1,G5030,S,232724,0,1567,1014,130878,N,340190.100063715,3048.79210715957
10798,06,037,700600,3,060377006003,Block Group 3,G5030,S,856962,0,862,302,141382,N,1252551.80850787,5022.63713932917
10799,06,073,008348,3,060730083483,Block Group 3,G5030,S,591239,0,2058,737,103125,N,841230.776970705,5939.95451760278
10800,06,073,008350,4,060730083504,Block Group 4,G5030,S,297589,0,2225,849,93617,N,423367.748836745,3043.02822866283
10801,06,073,008363,2,060730083632,Block Group 2,G5030,S,79447,0,1373,505,51083,Y,112915.89174833,1431.57370290727
10802,06,073,008363,3,060730083633,Block Group 3,G5030,S,65052,0,1448,638,62552,Y,92464.775863025,1210.67152374584
10803,06,073,008364,1,060730083641,Block Group 1,G5030,S,405026,0,1074,448,152604,N,575582.36818399,5142.82166099342
10804,06,073,008364,3,060730083643,Block Group 3,G5030,S,141449,0,1557,738,55278,Y,201041.33867117,1735.72172172965
10805,06,037,134421,1,060371344211,Block Group 1,G5030,S,686017,0,1763,529,108766,N,1005356.2580646,4421.37072023032
10806,06,073,013802,2,060730138022,Block Group 2,G5030,S,350957,0,1379,328,49500,Y,497401.09099276,2982.87848736865
10807,06,073,014200,4,060730142004,Block Group 4,G5030,S,374905,0,920,345,85724,N,531304.53863188,3166.65076671576
10808,06,073,014805,1,060730148051,Block Group 1,G5030,S,216401,0,604,279,73259,N,306971.6066218,2415.63719320104
10809,06,073,014806,1,060730148061,Block Group 1,G5030,S,213121,0,1766,833,60757,Y,302274.212747475,2521.96379803316
10810,06,073,014902,2,060730149022,Block Group 2,G5030,S,677181,0,1532,711,66849,N,960469.945407985,6642.85493383767
10811,06,073,015601,3,060730156013,Block Group 3,G5030,S,208434,0,1236,528,0,Data Not Available,295763.963366965,2479.67069546387
10812,06,073,015901,2,060730159012,Block Group 2,G5030,S,188324,0,1519,396,56786,Y,267219.279771895,2327.84610279299
10813,06,073,015902,4,060730159024,Block Group 4,G5030,S,244329,0,2857,903,51361,Y,346632.38142827,2401.70195192237
10814,06,073,016302,3,060730163023,Block Group 3,G5030,S,301718,0,2566,702,38623,Y,428272.587981905,2626.38345375701
10815,06,041,112100,3,060411121003,Block Group 3,G5030,S,379964,0,982,477,112125,N,612303.694481465,4312.14091145833
10816,06,073,018613,1,060730186131,Block Group 1,G5030,S,535623,240656,527,155,119844,N,1112652.50988461,5462.34082961793
10817,06,073,018803,3,060730188033,Block Group 3,G5030,S,2885450,0,1574,662,80256,N,4140653.06734336,8881.59984517317
10818,06,073,019809,2,060730198092,Block Group 2,G5030,S,1065020,0,1213,524,129929,N,1524186.57404358,6488.40892663728
10819,06,073,020023,2,060730200232,Block Group 2,G5030,S,756116,0,1368,426,95938,N,1081643.58434146,4471.95997097855
10820,06,073,020028,2,060730200282,Block Group 2,G5030,S,81391,0,2044,444,43276,Y,116407.57984326,1588.03060881566
10821,06,065,030503,2,060650305032,Block Group 2,G5030,S,328559,0,1690,405,45469,Y,479038.264019425,2926.9809548537
10822,06,065,030602,1,060650306021,Block Group 1,G5030,S,1268528,0,1617,485,129088,N,1848100.11324558,7392.41842817413
10823,06,073,019808,1,060730198081,Block Group 1,G5030,S,597676,0,877,387,105924,N,855234.1712777,5450.15544471328
10824,06,073,019808,2,060730198082,Block Group 2,G5030,S,468484,0,1814,703,105337,N,670411.377704175,3508.72426059442
10825,06,073,019808,3,060730198083,Block Group 3,G5030,S,1092745,0,1798,1226,61029,Y,1563434.68090181,6361.4387723566
10826,06,073,019809,3,060730198093,Block Group 3,G5030,S,555966,0,934,611,41496,Y,795815.306271445,4245.66750913702
10827,06,113,010607,1,061130106071,Block Group 1,G5030,S,638870,0,1095,479,45855,Y,1046107.03665092,5421.8683809658
10828,06,065,030602,2,060650306022,Block Group 2,G5030,S,1171016,0,1077,476,68571,N,1705290.85497823,5616.34027798845
10829,06,073,021600,1,060730216001,Block Group 1,G5030,S,2975302,11808336,2421,487,76914,N,20918993.6550301,25634.6422425937
10830,06,053,013800,1,060530138001,Block Group 1,G5030,S,563517,0,1572,496,88750,N,876325.964782125,3964.04330079517
10831,06,053,013800,3,060530138003,Block Group 3,G5030,S,260328,0,2167,586,94500,N,404811.501374535,2811.1583751064
10832,06,053,013900,1,060530139001,Block Group 1,G5030,S,604228,0,1455,600,76800,N,939800.149280895,6368.48993773009
10833,06,053,013900,2,060530139002,Block Group 2,G5030,S,430417,0,868,302,64583,N,669429.16862919,4608.12533949366
10834,06,007,003001,3,060070030013,Block Group 3,G5030,S,264276,0,641,163,19057,Y,444404.58783042,3070.26656682357
10835,06,037,503902,4,060375039024,Block Group 4,G5030,S,3851100,17325,0,0,0,Data Not Available,5627346.24765387,11019.0487181808
10836,06,007,003002,2,060070030022,Block Group 2,G5030,S,2831386,0,608,226,51000,Y,4757700.08201125,9479.64677274745
10837,06,007,003002,3,060070030023,Block Group 3,G5030,S,808944,0,949,361,53047,Y,1359791.20036215,6695.25362476203
10838,06,007,003502,2,060070035022,Block Group 2,G5030,S,1304516,0,1038,371,41375,Y,2184805.91813729,7085.65176610621
10839,06,007,003502,3,060070035023,Block Group 3,G5030,S,433306,0,1070,316,56538,Y,725773.57817257,3749.76624793745
10840,06,007,003502,4,060070035024,Block Group 4,G5030,S,1072466,0,958,361,46809,Y,1796514.66820095,7545.38027988101
10841,06,007,003700,1,060070037001,Block Group 1,G5030,S,5316125,0,1658,590,31471,Y,8941046.47381112,15190.6136146348
10842,06,037,504001,2,060375040012,Block Group 2,G5030,S,373964,1889,1205,566,0,Data Not Available,547093.83722944,3666.39389778483
10843,06,037,504001,3,060375040013,Block Group 3,G5030,S,669937,0,3402,499,0,Data Not Available,975009.1729374,4962.18328445864
10844,06,037,504002,1,060375040021,Block Group 1,G5030,S,426828,0,1376,363,144083,N,621316.42097026,4092.15242736996
10845,06,037,504002,3,060375040023,Block Group 3,G5030,S,256959,0,620,221,0,Data Not Available,373979.477649195,2780.13831656112
10846,06,037,504002,4,060375040024,Block Group 4,G5030,S,222277,0,947,255,125469,N,323526.70267946,3082.60544293389
10847,06,037,504002,5,060375040025,Block Group 5,G5030,S,381073,0,1538,391,98906,N,554731.632703645,3186.47334149495
10848,06,037,530005,1,060375300051,Block Group 1,G5030,S,1223870,0,1865,645,118411,N,1786333.11851387,9131.24334177663
10849,06,037,530005,2,060375300052,Block Group 2,G5030,S,1061481,0,1784,619,74554,N,1549374.93968986,4981.68749658807
10850,06,037,530006,1,060375300061,Block Group 1,G5030,S,474466,1580,3695,1325,74806,N,694705.06242882,3779.52983998072
10851,06,037,530006,2,060375300062,Block Group 2,G5030,S,184554,0,1072,292,59107,Y,269339.33816766,2079.68485293543
10852,06,037,530101,1,060375301011,Block Group 1,G5030,S,383243,23239,1636,425,54313,Y,593068.482636645,3714.22989845984
10853,06,037,530101,2,060375301012,Block Group 2,G5030,S,202577,0,1625,505,21199,Y,295568.180353095,2447.11929031968
10854,06,037,530101,3,060375301013,Block Group 3,G5030,S,247422,0,1380,480,45395,Y,361012.67415232,2460.11658245113
10855,06,037,530102,1,060375301021,Block Group 1,G5030,S,281634,0,1646,450,102598,N,410942.9412019,2807.88585659579
10856,06,037,530102,2,060375301022,Block Group 2,G5030,S,325321,0,1063,443,42376,Y,474666.132307075,4309.30749724182
10857,06,037,530102,3,060375301023,Block Group 3,G5030,S,358920,0,1013,291,49531,Y,523725.25372218,4546.20300250337
10858,06,037,502100,1,060375021001,Block Group 1,G5030,S,340278,0,991,345,63160,N,496022.807453895,3098.87663666975
10859,06,037,502100,2,060375021002,Block Group 2,G5030,S,1219425,0,2654,787,55295,Y,1777519.25901998,7637.32224261027
10860,06,037,502100,3,060375021003,Block Group 3,G5030,S,377282,0,1236,495,73727,N,550020.900173185,4306.82215617285
10861,06,037,502200,1,060375022001,Block Group 1,G5030,S,353706,0,1056,308,105185,N,515612.817630625,2905.71301241724
10862,06,037,502200,4,060375022004,Block Group 4,G5030,S,640464,0,2338,630,66875,N,933740.393422465,4808.35797679472
10863,06,037,213401,2,060372134012,Block Group 2,G5030,S,35266,0,1431,430,46063,Y,51504.81464155,992.160516841771
10864,06,037,214503,3,060372145033,Block Group 3,G5030,S,52249,0,323,147,0,Data Not Available,76332.7353196,1687.47595337008
10865,06,037,215101,2,060372151012,Block Group 2,G5030,S,57258,0,1151,607,52111,Y,83641.889498925,1191.85706352583
10866,06,037,219901,1,060372199011,Block Group 1,G5030,S,166747,0,1101,392,44286,Y,243380.56282159,2003.7828181267
10867,06,037,221303,2,060372213032,Block Group 2,G5030,S,95215,0,1173,297,30688,Y,139030.820024375,1545.03362059106
10868,06,065,030602,3,060650306023,Block Group 3,G5030,S,855750,0,545,193,206250,N,1246450.32022689,6308.82568581949
10869,06,065,030603,1,060650306031,Block Group 1,G5030,S,1601703,0,1290,409,142917,N,2333983.1504275,8218.2143534082
10870,06,065,030603,3,060650306033,Block Group 3,G5030,S,620494,0,720,249,106688,N,904033.091953175,4745.57553953542
10871,06,065,030700,1,060650307001,Block Group 1,G5030,S,686240,0,1768,527,76563,N,1000257.5254949,4620.74887722
